Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Sucessful A or B,Total: Treated with M,"Total: All A, B, M",Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of A and B
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-116574495,1714832567,10961121,6963285,139265.7,10961121,7884307,119841,62654,1567,10865892,3956181,6963285,10919466,4875212.896,56945.54857,3653.788187,52647.97588,817.6146703,336.2153846,8.356813187,0.011680814,0.064078478,0.013200742,0.005864054,0.000147675,0.71885863,0.010098367,0.00565238,0.000143582,0.011241564,0.33943506
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-143074517,663410550,13436437,8710147,174202.94,13436437,8285857,107115,111645,3142,13321424,4659310,8710147,13369457,4883721.662,106599.4723,4396.725769,101413.7247,1017.474176,1267.11478,34.80587912,0.021826665,0.041258384,0.01061492,0.011807576,0.00032581,0.616601659,0.00890027,0.008371878,0.000236166,0.013755689,0.382564249
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-121526020,1796280509,11259644,8929580,178591.6,11259644,7805029,32858,395934,0,11209850,2307753,8929580,11237333,4879348.613,67662.86989,2807.672308,64193.94165,293.6617582,2419.74456,0,0.013867247,0.041498841,0.004413353,0.03554238,0,0.693166517,0.002985006,0.034948399,0,0.011538035,0.213528402
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-99821190,207063591,9429637,5524820,110496.4,9429637,5791512,96010,114108,346,9315943,3837225,5524820,9362045,4880130.832,77155.78582,1128.297527,75473.61352,932.7216484,1395.818626,3.954450549,0.015810824,0.014583842,0.009103838,0.015989855,4.59E-05,0.614330055,0.007695668,0.010875799,3.33E-05,0.009661485,0.342137244
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-137562660,1608069513,12725995,10302710,206054.2,12725995,8011728,456527,112076,2873,12688198,2405327,10302710,12708037,4879110.73,86745.3667,918.0689011,85079.92462,3129.236044,793.8313736,20.87725275,0.01777899,0.010586966,0.035920081,0.009117096,0.000241184,0.629561559,0.035750084,0.008781,0.00022558,0.013041248,0.189541165
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-80395230,754163200,7886336,1531870,30637.4,7886336,5201545,62121,19082,0,7829404,6322862,1531870,7854732,4877031.878,35384.14632,1173.598132,33747.3372,414.1565385,124.3596154,0.002582418,0.007255536,0.033161244,0.010321741,0.004161055,7.24E-08,0.659393616,0.007101039,0.002873224,0,0.008085315,0.734071031
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-174560293,1832494672,16333882,11221473,224429.46,16333882,11992685,102285,166132,12,16233317,5073155,11221473,16294628,4883102.206,161946.9864,7814.328242,153173.5169,1057.183901,1709.226429,0.111428571,0.033162719,0.048272974,0.008228483,0.010523715,8.40E-07,0.734291674,0.007882874,0.01015037,8.69E-07,0.016723912,0.361954684
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-99173931,1792354055,9564236,3531571,70631.42,9564236,7095767,78077,103270,13,9513063,6012860,3531571,9544431,4877103.875,58211.50401,1330.367143,56319.35929,559.4749451,686.8646703,0.203626374,0.011935705,0.022836864,0.007938995,0.012400729,2.98E-06,0.741991718,0.006797707,0.011381989,1.17E-06,0.009805235,0.593317101
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-99251452,1167156838,9346122,5790232,115804.64,9346122,6042794,93625,86753,0,9249359,3505505,5790232,9295737,4879400.844,75096.46698,2646.979341,71900.53857,987.4841758,736.4156044,0.002032967,0.015390968,0.035198831,0.01178677,0.009481669,2.55E-08,0.646167096,0.009014079,0.008968554,0,0.00957721,0.348716735
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-95328048,1955285697,9350577,1822278,36445.56,9350577,6707102,84305,101683,0,9301777,7510646,1822278,9332924,4876802.895,75224.41725,4698.14967,69977.09769,780.091978,862.7829121,0.001593407,0.015425192,0.062363293,0.010849192,0.012666137,1.87E-08,0.716615366,0.009518771,0.012049626,0,0.009586743,0.778537754
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-126527372,2092219206,11595248,10574892,211497.84,11595248,7775476,78571,105150,0,11546956,999785,10574892,11574677,4879836.24,67601.32791,1448.004835,65472.34676,510.5815385,734.8335165,0,0.013854048,0.021389206,0.006330612,0.009099038,0,0.669913469,0.005641132,0.007628193,0,0.011881145,0.068683201
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-92365319,1145659609,8877158,3593739,71874.78,8877158,6414968,80560,71456,0,8847689,5273726,3593739,8867465,4874725.849,59080.86462,3883.642088,54675.88863,590.4806044,503.0988462,0,0.012119825,0.065622351,0.008606031,0.00948029,0,0.722100733,0.007883906,0.009013023,0,0.009105098,0.519190734
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-105964780,1037492140,9940128,6563500,131270,9940128,7120142,91028,30677,0,9886698,3351078,6563500,9914578,4874027.497,56006.0122,3714.279286,51707.90582,612.1048352,276.3442857,0,0.011490028,0.066389956,0.007796349,0.004018156,0,0.71657983,0.006601831,0.002523757,0,0.010196293,0.264167917
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-89574000,1481254887,8469190,4882100,97642,8469190,6090126,60738,103872,0,8382050,3549335,4882100,8431435,4882019.704,54819.25725,2109.876703,52211.90225,448.524011,958.3920879,0.000494505,0.011230526,0.038357835,0.005523952,0.014545497,6.36E-09,0.718524167,0.004742702,0.010416644,0,0.008674858,0.316085367
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-116909463,1565954428,11343237,3477093,69541.86,11343237,8286381,100667,98932,9,11217701,7819450,3477093,11296543,4879876.968,89436.02374,2122.766923,86647.08659,961.8205495,905.4357692,0.159505495,0.018327687,0.023730927,0.010822304,0.009715117,1.82E-06,0.7304858,0.00897992,0.008372287,8.11E-07,0.011622481,0.706978478
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-133125767,650726917,12510387,8021897,160437.94,12510387,7832685,549028,115128,122,12412367,4430146,8021897,12452043,4878221.352,103229.5398,2871.088077,99623.75352,4537.807527,1391.654725,1.362857143,0.021161418,0.027813339,0.043662771,0.013090242,1.30E-05,0.626109416,0.043641637,0.009037167,9.68E-06,0.01282269,0.352648735
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-129242262,1732862201,11917430,10067962,201359.24,11917430,8078833,69241,101040,0,11866691,1824020,10067962,11891982,4877872.561,101749.7011,2347.079615,98702.78484,864.614011,927.7459341,0,0.020859493,0.023083107,0.00936795,0.009813752,0,0.677774345,0.006442245,0.009124391,0,0.012215741,0.174596009
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-91606322,1822578478,8470783,6898492,137969.84,8470783,6069906,82763,283344,226,8412458,1543181,6898492,8441673,4878970.847,46271.02187,4415.071758,41358.40703,665.9818681,1524.26044,1.225054945,0.009484214,0.09528318,0.010686173,0.033919236,2.24E-05,0.716160759,0.007375018,0.03443077,2.25E-05,0.008681047,0.134692323
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-171355612,2102755210,15855394,12801672,256033.44,15855394,11287735,57200,189083,0,15766752,3016920,12801672,15818592,4881082.951,107809.286,3624.791429,103253.389,546.0732967,1544.965769,0,0.022086738,0.033638741,0.005493963,0.014616032,0,0.711837093,0.003928922,0.012250291,0,0.016241199,0.207587421
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-171361595,981091523,15638834,14973255,299465.1,15638834,9763046,18159,71944,0,15623880,658355,14973255,15631610,4876831.504,102730.6562,5794.566264,96017.64291,143.1541758,503.8056044,0,0.021066015,0.056465742,0.001933104,0.006086676,0,0.624401186,0.001601496,0.005686409,0,0.016034536,0.059559006
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-150644976,271938206,14642134,4223636,84472.72,14642134,9772183,242681,102147,85,14533161,10362354,4223636,14585990,4879839.406,91669.12808,3838.949451,86970.38736,1655.188846,1006.438571,0.891428571,0.018785382,0.041910296,0.018684765,0.009614326,9.10E-06,0.667547335,0.017057125,0.006163069,5.38E-06,0.015002735,0.758178073
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-122828738,567601881,11243605,10392688,207853.76,11243605,6860439,61212,75357,5,11203088,830215,10392688,11222903,4881165.001,90232.29368,4683.490989,84888.5233,502.1354396,753.9758791,0.067197802,0.018485928,0.051868821,0.005653623,0.008334917,7.61E-07,0.609534566,0.005493151,0.006679249,4.60E-07,0.011517217,0.073433745
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-151109277,1478339873,14028345,10825827,216516.54,14028345,9241409,576658,97775,258,13954869,3166755,10825827,13992582,4879242.753,131639.7244,2579.88011,128236.1332,5476.165824,1246.876978,3.683406593,0.026979475,0.019598669,0.041308812,0.009208803,2.73E-05,0.658788551,0.040883242,0.00683321,1.81E-05,0.014375493,0.223270748
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-128817004,402177878,12051728,8299724,165994.48,12051728,8580722,27025,92698,0,12000060,3728806,8299724,12028530,4877244.393,54801.15824,4439.738571,49653.5633,153.9595604,541.3756044,0,0.011236351,0.080921866,0.002569603,0.009098906,0,0.71152116,0.00202552,0.007162084,0,0.012355039,0.288317933
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-160206760,1088780901,14757025,12636510,252730.2,14757025,9533888,177540,81884,0,14690671,2080394,12636510,14716904,4876460.729,72460.25159,2326.579451,69267.05725,869.1095604,596.4178571,0,0.014859713,0.032132422,0.012911213,0.009324857,0,0.645983771,0.012965984,0.006410973,0,0.015131378,0.173069423
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-102031475,229671744,9413473,7896745,157934.9,9413473,6238340,83079,37884,9,9375223,1497007,7896745,9393752,4875807.323,57055.01995,1353.222473,55148.89692,564.0045055,313.0152747,0.100659341,0.011701143,0.023738941,0.006575773,0.003788174,1.17E-06,0.662982722,0.00590223,0.002805215,6.31E-07,0.009652668,0.104318092
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-133831888,1212233175,12450581,9326078,186521.56,12450581,7724982,33426,86894,13,12370748,3079881,9326078,12405959,4879062.149,62032.56082,5026.052967,56275.26896,194.0734066,562.8751099,0.089285714,0.012714502,0.080962174,0.003342453,0.009303196,1.58E-06,0.619943775,0.002771538,0.007175777,1.15E-06,0.012759447,0.26772807
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-79854216,913162141,7761224,2241976,44839.52,7761224,5049640,215250,164030,0,7685386,5487675,2241976,7729651,4879678.069,87180.65242,1155.232967,85569.53341,2686.523791,1943.222033,0,0.017867318,0.013217983,0.026936946,0.026562007,0,0.650804961,0.024675581,0.025320702,0,0.007953054,0.642947805
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-95747440,1153350790,9113520,4612240,92244.8,9113520,5589303,45197,190180,0,9052288,4461709,4612240,9073949,4878368.48,51894.63841,1242.389725,50116.97099,445.3353846,1107.305989,0,0.010637762,0.023952884,0.006723417,0.022850119,0,0.613328089,0.003907618,0.022398615,0,0.009340599,0.403946864
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-156414193,1480084698,14516846,11245733,224914.66,14516846,10553867,85586,91915,48,14447888,3242845,11245733,14488578,4881074.886,116917.8301,1013.158022,115052.1415,762.7973077,1054.580769,0.639065934,0.023952288,0.00869664,0.007723264,0.010142722,5.92E-06,0.726715076,0.006947875,0.007108666,3.59E-06,0.014869781,0.267612037
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-146666699,771757293,13598018,10686519,213730.38,13598018,9834406,76572,43675,0,13550482,2891113,10686519,13577632,4881420.543,61193.06813,3590.817418,56803.65137,399.2818681,278.3985165,0,0.012535331,0.05869029,0.008139527,0.004957248,0,0.723119496,0.007026739,0.00353906,0,0.013927491,0.258853837
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-100823427,1313163567,9374629,7077137,141542.74,9374629,6901500,133337,316127,6508,9305077,2270780,7077137,9347917,4881355.706,82825.87181,3990.913297,78284.24434,1394.186593,2824.655275,56.1489011,0.016970228,0.048209537,0.012693846,0.034206102,0.000647427,0.736653573,0.010829987,0.033947512,0.000661658,0.009603726,0.169080082
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-113394473,874755051,10920529,4189183,83783.66,10920529,7853943,108759,85684,24746,10815284,6687151,4189183,10876334,4878816.408,65445.7917,2303.977088,62500.39918,982.8610989,597.0037363,171.1055495,0.013414591,0.035150032,0.013213219,0.009509682,0.002724288,0.718909473,0.00894965,0.008218431,0.002372036,0.011191813,0.543016458
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-86791689,1600738518,8433167,2460019,49200.38,8433167,5474671,116346,61073,17406,8296012,5890048,2460019,8350067,4877009.857,51728.20231,2431.304286,48801.60302,1201.777857,508.5787363,144.2812637,0.010606818,0.047011617,0.019381976,0.010096746,0.002920364,0.648897662,0.01169519,0.007487003,0.002190858,0.008645841,0.642313736
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-165453947,1670780173,15154096,13912987,278259.74,15154096,9797146,201305,74937,0,15102510,1218690,13912987,15131677,4875168.971,102511.4458,3263.157088,98358.33522,1444.030495,571.6027473,0.001538462,0.021027388,0.031861785,0.015334961,0.006078754,1.74E-08,0.646258531,0.014508509,0.005382286,0,0.01554204,0.089246085
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-172542806,410136007,15773582,14806986,296139.72,15773582,11485627,344710,769082,0,15747065,958291,14806986,15765277,4879276.521,76429.2467,5926.708956,69576.29225,1690.747967,3706.032363,0.000989011,0.015663569,0.077611057,0.023959549,0.047689075,1.74E-08,0.728229371,0.023654611,0.047936146,0,0.01616327,0.079137673
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-131678256,874247396,13006289,1615366,32307.32,13006289,9501955,35964,45850,19,12961781,11368544,1615366,12983910,4876774.559,66206.07533,1036.166374,64406.00297,228.4418681,361.9274725,0.13521978,0.01357639,0.015646613,0.003658098,0.005151409,2.23E-06,0.730246901,0.002892833,0.003295673,1.59E-06,0.013335241,0.88402089
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-153204465,1307689094,14124072,11963745,239274.9,14124072,10362058,1242834,139550,389,14024113,2120485,11963745,14084230,4878097.824,103709.4203,4527.597747,98352.45604,9041.328297,1405.776044,3.714175824,0.021260308,0.043681723,0.086987952,0.014038727,3.73E-05,0.733628733,0.087816545,0.010381942,2.91E-05,0.014477066,0.166834478
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-172914849,1681947926,15933318,13581669,271633.38,15933318,10477853,205836,126849,0,15838788,2305165,13581669,15886834,4879180.298,113747.0801,2987.625,109823.854,1554.623956,1217.425385,0.000934066,0.023312366,0.026270694,0.014689185,0.011156039,8.53E-09,0.657564776,0.013984195,0.008435849,0,0.016327575,0.162687819
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-133142867,1379141387,13002366,3119207,62384.14,13002366,9246173,112738,153442,1430,12858442,9826319,3119207,12945526,4875916.126,94869.2011,3025.934725,91079.69912,954.4411538,1374.443297,13.52549451,0.01945725,0.031894278,0.010265201,0.013219323,0.000128328,0.711210978,0.008855118,0.010826287,9.96E-05,0.013333614,0.781068872
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-87518710,697135067,8561309,1905620,38112.4,8561309,5375516,70253,78479,9003,8485785,6618050,1905620,8523670,4875239.629,87422.94192,3749.827473,83170.25654,835.5032418,972.695989,111.540989,0.017931837,0.042868217,0.008078948,0.011837504,0.001383054,0.627653192,0.006976992,0.00981401,0.001146976,0.0087802,0.742207935
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-103187022,470310354,10009995,3087072,61741.44,10009995,6981844,112844,97300,20390,9891968,6875822,3087072,9962894,4877903.327,69933.98857,4833.965165,64512.11791,1000.697198,745.3489011,153.8025824,0.014337138,0.069050979,0.013604996,0.010884543,0.002251795,0.696985807,0.010782661,0.009940572,0.002093337,0.010260542,0.677623692
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-114569118,2146279519,11325516,1313958,26279.16,11325516,7419499,66081,119026,30,11229452,9961504,1313958,11275462,4879062.068,104486.1756,2480.830714,101340.2682,788.3541209,1212.223681,0.472967033,0.021415114,0.023750442,0.007541086,0.010742047,4.69E-06,0.655143088,0.005848106,0.009735934,2.72E-06,0.011606161,0.892855195
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-110198097,2068701992,10769776,2500337,50006.74,10769776,7739944,76177,150311,16,10695093,8240704,2500337,10741041,4877456.515,67975.39258,2413.898681,64928.98093,602.9147802,980.4121429,0.176593407,0.013936695,0.035522701,0.008829003,0.017536398,2.27E-06,0.718640434,0.007089827,0.017043191,1.43E-06,0.011040244,0.708421018
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-127676291,512747718,11790812,9768171,195363.42,11790812,7510243,568371,143631,51,11727769,1996474,9768171,11764645,4877539.043,145470.5341,3396.044945,141382.0813,7090.462253,1900.738571,0.623516484,0.029824539,0.02335092,0.048817796,0.013134976,4.28E-06,0.636958329,0.048303012,0.012271524,4.31E-06,0.012086794,0.178647976
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-144258388,2060995674,13249481,11763578,235271.56,13249481,8584342,40249,69417,0,13196317,1457039,11763578,13220617,4877013.154,76351.23049,6310.713846,69262.36703,315.4783516,508.9419231,0,0.015655566,0.082650212,0.005154792,0.00788421,0,0.647736674,0.00380707,0.006238781,0,0.013583695,0.138665963
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-116158115,463849905,10743047,8727645,174552.9,10743047,7379985,54041,713398,48435,10678718,1987971,8727645,10715616,4877417.231,89099.59478,3897.997802,84570.60544,659.1982967,5903.317802,401.6725275,0.018267876,0.043751601,0.007534905,0.065907726,0.004468988,0.686891827,0.005168384,0.065998801,0.004465233,0.011013085,0.193207907
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-119591972,1233607226,11568465,3907322,78146.44,11568465,8404580,68592,39531,0,11508563,7635224,3907322,11542546,4877239.967,59168.16159,3460.668187,55028.04555,432.432967,298.1626923,0.001153846,0.0121316,0.058458707,0.00597484,0.005067539,1.82E-08,0.726538451,0.004884945,0.003453735,0,0.011859629,0.61873574
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-143772800,1005043691,13259199,11180810,223616.2,13259199,8246905,42789,72459,1622,13203672,2050193,11180810,13231003,4880871.175,72414.6489,4224.892967,67411.08582,308.4598901,463.7838462,10.43071429,0.014836206,0.058348615,0.004954384,0.006837161,0.000154384,0.621682567,0.003735682,0.005867435,0.000131527,0.013582435,0.178726538
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-150284881,379308908,13812953,12155351,243107.02,13812953,9182589,40827,34207,0,13781082,1641255,12155351,13796606,4875482.035,60362.49071,1620.678901,57930.67857,216.8441758,237.5062637,0,0.012380951,0.02684145,0.003408271,0.003776537,0,0.66460495,0.002801487,0.002377957,0,0.014165679,0.114381463
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-83141883,196387075,7909048,4051403,81028.06,7909048,5653270,68306,154382,9,7821950,3815936,4051403,7867339,4878442.64,70538.43192,3437.243132,66636.55907,692.0077473,1756.36967,0.060494505,0.014459657,0.048727109,0.008029494,0.024245316,7.43E-07,0.714673043,0.00706028,0.019351329,9.81E-07,0.00810624,0.425704698
D:0.3yr| T: 8.76%| I: 1.74%| Obs: 125000.0%,91,0.08764404,0.017388577,1250,-145208447,1676783959,14407071,1137737,22754.74,14407071,8688752,102179,122662,39,14277135,13192686,1137737,14330423,4873398.622,90491.32363,796.4945604,88848.82841,904.7715385,1093.291044,0.531703297,0.018568958,0.00878898,0.009971797,0.010723429,6.00E-06,0.602577046,0.007160358,0.007649401,2.74E-06,0.014781443,0.92808331
